-37.82341,144.98905,31
-37.82962,144.98793,31
-37.83119,144.98961,31
-37.83305,144.99114,31
-37.8336,144.99435,31
-37.83429,144.99659,31
-37.83246,144.99673,31
-37.82661,144.99777,31
-37.82639,144.99615,31
-37.82661,144.99611,31
-37.8263,144.99435,31
-37.82547,144.99301,31
-37.82433,144.99162,31
-37.82358,144.98965,31
-37.82341,144.98905,31
-37.87916,145.01631,56
-37.88603,145.01495,56
-37.88777,145.02879,56
-37.88888,145.03766,56
-37.887186,145.037985,56
-37.88622,145.03817,56
-37.886173,145.038135,56
-37.88139,145.0346,56
-37.87916,145.01631,56
-37.88727,145.04613,58
-37.889351,145.04495,58
-37.88965,145.04478,58
-37.89339,145.0461,58
-37.8982,145.04515,58
-37.900511,145.044692,58
-37.900518,145.044686,58
-37.900521,145.044696,58
-37.900715,145.04632,58
-37.900813,145.047128,58
-37.90173,145.05469,58
-37.90571,145.05392,58
-37.90613,145.05737,58
-37.9065,145.06035,58
-37.90253,145.06101,58
-37.90291,145.06405,58
-37.88465,145.06746,58
-37.88467,145.06285,58
-37.88305,145.0525,58
-37.88243,145.05117,58
-37.88164,145.05015,58
-37.88103,145.04964,58
-37.88727,145.04613,58
-37.80259,144.88543,107
-37.80865,144.874,107
-37.81094,144.87013,107
-37.8112,144.86923,107
-37.811385,144.870871,107
-37.811743,144.874058,107
-37.81282,144.88347,107
-37.80957,144.88409,107
-37.80259,144.88543,107
-37.833059,144.865529,111
-37.833074,144.86566,111
-37.83481,144.88175,111
-37.8341,144.88049,111
-37.83256,144.87834,111
-37.83147,144.8771,111
-37.82464,144.86762,111
-37.824492,144.867411,111
-37.824228,144.866919,111
-37.833059,144.865529,111
-37.79939,144.86073,113
-37.79731,144.84251,113
-37.79693,144.83922,113
-37.80238,144.84327,113
-37.80287,144.8437,113
-37.80897,144.84962,113
-37.814903,144.855887,113
-37.81383,144.85983,113
-37.81372,144.86022,113
-37.81302,144.85991,113
-37.8102,144.86043,113
-37.81024,144.86081,113
-37.8031,144.86197,113
-37.80289,144.86177,113
-37.80269,144.86019,113
-37.79939,144.86073,113
-37.86542,144.99177,63
-37.865322,144.990924,63
-37.865316,144.990911,63
-37.86533,144.990908,63
-37.868698,144.990288,63
-37.87032,144.98999,63
-37.870745,144.988777,63
-37.87452,144.99115,63
-37.87458,144.99163,63
-37.87429,144.99178,63
-37.87454,144.99406,63
-37.87432,144.99407,63
-37.87437,144.99446,63
-37.87564,144.9951,63
-37.87569,144.99553,63
-37.87528,144.99561,63
-37.87554,144.99766,63
-37.87594,144.99758,63
-37.87601,144.99818,63
-37.87276,144.99881,63
-37.866455,145.000036,63
-37.86542,144.99177,63
-37.77531,144.97889,6
-37.78007,144.97814,6
-37.78021,144.97811,6
-37.79305,144.97572,6
-37.7932,144.97586,6
-37.79417,144.9851,6
-37.79081,144.98567,6
-37.78812,144.99206,6
-37.78695,144.99567,6
-37.786,144.99563,6
-37.78516,144.99511,6
-37.7847,144.99559,6
-37.78353,144.99418,6
-37.782694,144.992365,6
-37.78253,144.99201,6
-37.78123,144.99181,6
-37.78048,144.992,6
-37.78013,144.99173,6
-37.77995,144.99068,6
-37.77966,144.99011,6
-37.77788,144.98973,6
-37.77739,144.98941,6
-37.77692,144.98881,6
-37.77641,144.98852,6
-37.77516,144.98859,6
-37.77493,144.98825,6
-37.77492,144.98759,6
-37.77466,144.98711,6
-37.77438,144.98687,6
-37.77438,144.98577,6
-37.77409,144.98338,6
-37.77395,144.98341,6
-37.7735,144.9792,6
-37.77531,144.97889,6
-37.72086,145.034661,17
-37.71889,145.04002,17
-37.71783,145.04218,17
-37.7168,145.04312,17
-37.71348,145.04513,17
-37.712,145.03054,17
-37.71228,145.02894,17
-37.71203,145.0289,17
-37.71206,145.02816,17
-37.71179,145.02685,17
-37.71206,145.0261,17
-37.71254,145.0254,17
-37.71326,145.02544,17
-37.71385,145.02572,17
-37.714305,145.024208,17
-37.71453,145.02346,17
-37.71518,145.02208,17
-37.71564,145.02199,17
-37.71611,145.02436,17
-37.71599,145.02513,17
-37.72197,145.03165,17
-37.72086,145.034661,17
-37.89582,145.00474,83
-37.89761,145.00566,83
-37.89817,145.00595,83
-37.89982,145.00632,83
-37.90052,145.01222,83
-37.89669,145.01295,83
-37.89582,145.00474,83
-37.850219,144.980642,50
-37.855528,144.982546,50
-37.855657,144.983322,50
-37.85654,144.9899,50
-37.8578,144.99276,50
-37.85791,144.99328,50
-37.85847,144.9974,50
-37.859,145.00137,50
-37.85309,145.00244,50
-37.85067,144.9842,50
-37.850262,144.980979,50
-37.850219,144.980642,50
-37.88603,145.01495,79
-37.89669,145.01295,79
-37.90052,145.01222,79
-37.90071,145.01376,79
-37.90217,145.02599,79
-37.90329,145.03489,79
-37.89681,145.03614,79
-37.88888,145.03766,79
-37.88777,145.02879,79
-37.88603,145.01495,79
-37.77266,144.87188,103
-37.77277,144.87124,103
-37.77252,144.86912,103
-37.7721,144.86724,103
-37.77226,144.86529,103
-37.77263,144.86472,103
-37.77338,144.86477,103
-37.77378,144.86462,103
-37.77424,144.86395,103
-37.77651,144.86355,103
-37.77671,144.86414,103
-37.77769,144.86398,103
-37.77793,144.86594,103
-37.78044,144.86553,103
-37.78949,144.86391,103
-37.791103,144.8784,103
-37.79116,144.87887,103
-37.79042,144.87935,103
-37.79079,144.88269,103
-37.78636,144.88351,103
-37.77556,144.88551,103
-37.77444,144.87633,103
-37.77382,144.87166,103
-37.77266,144.87188,103
-37.84481,145.0403,26
-37.84489,145.04086,26
-37.82742,145.04411,26
-37.82776,145.04681,26
-37.82648,145.04703,26
-37.82644,145.04671,26
-37.82552,145.04689,26
-37.82524,145.04452,26
-37.820028,145.045508,26
-37.819951,145.045522,26
-37.819455,145.045618,26
-37.81581,145.0463,26
-37.81214,145.01541,26
-37.81489,145.01446,26
-37.81633,145.01439,26
-37.81893,145.01489,26
-37.82155,145.01573,26
-37.8247,145.01625,26
-37.82543,145.01687,26
-37.82578,145.0173,26
-37.82621,145.01831,26
-37.82521,145.02082,26
-37.82519,145.02133,26
-37.82543,145.02182,26
-37.82627,145.02243,26
-37.82738,145.02273,26
-37.82805,145.02313,26
-37.82994,145.02677,26
-37.83105,145.02835,26
-37.83144,145.02825,26
-37.83203,145.02774,26
-37.83339,145.02633,26
-37.83424,145.02518,26
-37.83445,145.02439,26
-37.8361,145.02638,26
-37.83742,145.02757,26
-37.83783,145.02821,26
-37.83794,145.03056,26
-37.83756,145.03123,26
-37.83732,145.03227,26
-37.83736,145.03269,26
-37.837416,145.033109,26
-37.83769,145.03518,26
-37.83812,145.03644,26
-37.83853,145.03705,26
-37.83891,145.03901,26
-37.84035,145.04008,26
-37.84398,145.0404,26
-37.84481,145.0403,26
-37.8481,145.00319,46
